txt,vertices,boundBox,slopes,font,word_len,direction,center_point,Label,img_path,idx,type
808.8,"[(2854, 1192), (2912, 1196), (2911, 1211), (2853, 1208)]","{'Width': 59, 'Height': 19, 'Left': 2853, 'Top': 1192}","(-0.069, 15.0, -0.052, 16.0)",15.53225796,58.1076509,horizontal,"(2882.5, 1201.75)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1316,test
IDEA,"[(1095, 636), (1094, 739), (1060, 739), (1061, 636)]","{'Width': 35, 'Height': 103, 'Left': 1060, 'Top': 636}","(103.0, 0.0, 103.0, -0.0)",34.0,103.0048543,vertical,"(1077.5, 687.5)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1092,test
zamor,"[(515, 313), (513, 385), (480, 384), (482, 312)]","{'Width': 35, 'Height': 73, 'Left': 480, 'Top': 312}","(36.0, -0.03, 36.0, -0.03)",33.01514804,72.02777242,vertical,"(497.5, 348.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_0_1.jpg,602,test
C,"[(596, 197), (595, 210), (583, 209), (584, 196)]","{'Width': 13, 'Height': 14, 'Left': 583, 'Top': 196}","(13.0, -0.083, 13.0, -0.083)",12.04159458,13.03840481,vertical,"(589.5, 203.0)",0,./docs/crop_pics/google/Bookshelves_4.jpg_3_1.jpg,974,test
HILL,"[(471, 372), (455, 390), (449, 384), (464, 366)]","{'Width': 22, 'Height': 24, 'Left': 449, 'Top': 366}","(1.125, -1.0, 1.2, -0.857)",8.852412916,23.75696909,vertical,"(459.75, 378.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_1.jpg,961,test
CAT,"[(189, 30), (189, 67), (177, 67), (177, 30)]","{'Width': 12, 'Height': 37, 'Left': 177, 'Top': 30}","(1000.0, 0.0, 1000.0, -0.0)",12.0,37.0,vertical,"(183.0, 48.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_1.jpg,922,test
levithan,"[(485, 86), (485, 140), (472, 140), (472, 86)]","{'Width': 13, 'Height': 54, 'Left': 472, 'Top': 86}","(1000.0, 0.0, 1000.0, -0.0)",13.0,54.0,vertical,"(478.5, 113.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_0.jpg,875,test
Success,"[(501, 568), (500, 641), (484, 641), (485, 568)]","{'Width': 17, 'Height': 73, 'Left': 484, 'Top': 568}","(73.0, 0.0, 73.0, -0.0)",16.0,73.00684899,vertical,"(492.5, 604.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,36,test
LE,"[(84, 380), (110, 430), (85, 443), (59, 393)]","{'Width': 51, 'Height': 63, 'Left': 59, 'Top': 380}","(-1.923, 0.52, -1.923, 0.52)",28.17800561,56.35601121,vertical,"(84.5, 411.5)",0,./docs/crop_pics/google/Bookshelves_4.jpg_2_1.jpg,771,test
BLACK,"[(166, 71), (174, 197), (144, 199), (136, 73)]","{'Width': 38, 'Height': 128, 'Left': 136, 'Top': 71}","(-15.75, 0.067, -15.75, 0.067)",30.06659276,126.2537128,vertical,"(155.0, 135.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_2_0.jpg,719,test
.,"[(2627, 1199), (2632, 1199), (2632, 1214), (2627, 1214)]","{'Width': 5, 'Height': 15, 'Left': 2627, 'Top': 1199}","(-0.0, 1000.0, 0.0, 1000.0)",15.0,5.0,horizontal,"(2629.5, 1206.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1298,test
ROH,"[(2702, 1240), (2665, 1239), (2665, 1229), (2702, 1230)]","{'Width': 37, 'Height': 11, 'Left': 2665, 'Top': 1229}","(-0.027, 1000.0, -0.027, 1000.0)",10.0,37.01351105,horizontal,"(2683.5, 1234.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1301,test
SEEN,"[(721, 241), (720, 363), (702, 363), (703, 241)]","{'Width': 19, 'Height': 122, 'Left': 702, 'Top': 241}","(122.0, 0.0, 122.0, -0.0)",18.0,122.0040983,vertical,"(711.5, 302.0)",0,./docs/crop_pics/google/Bookshelves_4.jpg_3_0.jpg,904,test
APART,"[(300, 333), (336, 404), (313, 415), (278, 344)]","{'Width': 58, 'Height': 82, 'Left': 278, 'Top': 333}","(-1.972, 0.478, -2.029, 0.5)",25.04592266,79.38167296,vertical,"(306.75, 374.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_2_1.jpg,795,test
FROM,"[(625, 282), (644, 319), (628, 328), (609, 290)]","{'Width': 35, 'Height': 46, 'Left': 609, 'Top': 282}","(-1.947, 0.562, -2.0, 0.5)",18.12305179,42.03928013,vertical,"(626.5, 304.75)",1,./docs/crop_pics/google/Bookshelves_4.jpg_2_0.jpg,755,test
Inside,"[(414, 249), (414, 289), (398, 289), (398, 249)]","{'Width': 16, 'Height': 40, 'Left': 398, 'Top': 249}","(1000.0, 0.0, 1000.0, -0.0)",16.0,40.0,vertical,"(406.0, 269.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_1_0.jpg,633,test
RREN,"[(761, 106), (766, 145), (749, 147), (744, 108)]","{'Width': 22, 'Height': 41, 'Left': 744, 'Top': 106}","(-7.8, 0.118, -7.8, 0.118)",17.11724277,39.3192065,vertical,"(755.0, 126.5)",0,./docs/crop_pics/google/Bookshelves_1.jpg_1_0.jpg,333,test
DILEMMA,"[(2165, 571), (2160, 703), (2118, 701), (2123, 569)]","{'Width': 47, 'Height': 134, 'Left': 2118, 'Top': 569}","(26.4, -0.048, 26.4, -0.048)",42.04759208,132.094663,vertical,"(2141.5, 636.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1241,test
ERIC,"[(1065, 152), (1104, 152), (1104, 164), (1065, 164)]","{'Width': 39, 'Height': 12, 'Left': 1065, 'Top': 152}","(-0.0, 1000.0, 0.0, 1000.0)",12.0,39.0,horizontal,"(1084.5, 158.0)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_1.jpg,540,test
Somewhere,"[(984, 604), (932, 844), (895, 836), (947, 596)]","{'Width': 89, 'Height': 248, 'Left': 895, 'Top': 596}","(4.615, -0.216, 4.615, -0.216)",37.85498646,245.5687277,vertical,"(939.5, 720.0)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,74,test
SPEAKING,"[(1942, 927), (1940, 1054), (1919, 1054), (1921, 927)]","{'Width': 23, 'Height': 127, 'Left': 1919, 'Top': 927}","(63.5, 0.0, 63.5, -0.0)",21.0,127.0157471,vertical,"(1930.5, 990.5)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1213,test
ME,"[(401, 276), (390, 289), (380, 280), (391, 267)]","{'Width': 21, 'Height': 22, 'Left': 380, 'Top': 267}","(1.182, -0.9, 1.182, -0.9)",13.45362405,17.02938637,vertical,"(390.5, 278.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_1.jpg,950,test
a,"[(950, 334), (949, 356), (930, 355), (931, 333)]","{'Width': 20, 'Height': 23, 'Left': 930, 'Top': 333}","(22.0, -0.053, 22.0, -0.053)",19.02629759,22.02271555,vertical,"(940.0, 344.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_1.jpg,212,test
MALCOLM,"[(90, 621), (95, 722), (80, 723), (75, 622)]","{'Width': 20, 'Height': 102, 'Left': 75, 'Top': 621}","(-20.2, 0.067, -20.2, 0.067)",15.03329638,101.1236866,vertical,"(85.0, 672.0)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,3,test
BOOKED,"[(684, 164), (684, 286), (642, 286), (642, 164)]","{'Width': 42, 'Height': 122, 'Left': 642, 'Top': 164}","(1000.0, 0.0, 1000.0, -0.0)",42.0,122.0,vertical,"(663.0, 225.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_1_1.jpg,717,test
It's,"[(415, 369), (414, 435), (361, 434), (362, 368)]","{'Width': 54, 'Height': 67, 'Left': 361, 'Top': 368}","(66.0, -0.019, 66.0, -0.019)",53.00943312,66.00757532,vertical,"(388.0, 401.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,28,test
THE,"[(227, 298), (227, 337), (204, 337), (204, 298)]","{'Width': 23, 'Height': 39, 'Left': 204, 'Top': 298}","(1000.0, 0.0, 1000.0, -0.0)",23.0,39.0,vertical,"(215.5, 317.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_1_1.jpg,685,test
SARAH,"[(1268, 798), (1378, 800), (1377, 836), (1267, 834)]","{'Width': 111, 'Height': 38, 'Left': 1267, 'Top': 798}","(-0.018, 36.0, -0.018, 36.0)",36.01388621,110.0181803,horizontal,"(1322.5, 817.0)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,114,test
LEARN,"[(917, 401), (920, 437), (907, 438), (904, 402)]","{'Width': 16, 'Height': 37, 'Left': 904, 'Top': 401}","(-12.0, 0.077, -12.0, 0.077)",13.03840481,36.12478374,vertical,"(912.0, 419.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_1.jpg,509,test
THE,"[(477, 440), (478, 469), (460, 470), (459, 441)]","{'Width': 19, 'Height': 30, 'Left': 459, 'Top': 440}","(-29.0, 0.056, -29.0, 0.056)",18.02775638,29.01723626,vertical,"(468.5, 455.0)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_0.jpg,292,test
NOT,"[(731, 319), (733, 345), (721, 346), (719, 320)]","{'Width': 14, 'Height': 27, 'Left': 719, 'Top': 319}","(-13.0, 0.083, -13.0, 0.083)",12.04159458,26.07680962,vertical,"(726.0, 332.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_0.jpg,329,test
THEY,"[(402, 232), (384, 253), (375, 245), (393, 224)]","{'Width': 27, 'Height': 29, 'Left': 375, 'Top': 224}","(1.167, -0.889, 1.167, -0.889)",12.04159458,27.65863337,vertical,"(388.5, 238.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_1.jpg,949,test
A,"[(1361, 578), (1373, 577), (1374, 594), (1362, 595)]","{'Width': 13, 'Height': 18, 'Left': 1361, 'Top': 577}","(0.083, -17.0, 0.083, -17.0)",17.02938637,12.04159458,horizontal,"(1367.5, 586.0)",0,./docs/crop_pics/google/Bookshelves_1.jpg_1_0.jpg,397,test
BREITMAN,"[(809, 56), (819, 157), (802, 158), (792, 58)]","{'Width': 27, 'Height': 102, 'Left': 792, 'Top': 56}","(-10.1, 0.059, -10.0, 0.118)",17.07331457,100.9962992,vertical,"(805.5, 107.25)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_0.jpg,344,test
808.819,"[(3618, 1199), (3700, 1206), (3698, 1221), (3617, 1214)]","{'Width': 83, 'Height': 22, 'Left': 3617, 'Top': 1199}","(-0.085, 7.5, -0.086, 15.0)",15.08302116,81.80007232,horizontal,"(3658.25, 1210.0)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1384,test
',"[(1284, 784), (1284, 799), (1250, 799), (1250, 784)]","{'Width': 34, 'Height': 15, 'Left': 1250, 'Top': 784}","(1000.0, 0.0, 1000.0, -0.0)",34.0,15.0,vertical,"(1267.0, 791.5)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1117,test
levithan,"[(444, 83), (445, 138), (431, 138), (430, 83)]","{'Width': 15, 'Height': 55, 'Left': 430, 'Top': 83}","(-55.0, 0.0, -55.0, -0.0)",14.0,55.00909016,vertical,"(437.5, 110.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_0.jpg,868,test
green,"[(497, 90), (497, 131), (483, 131), (483, 90)]","{'Width': 14, 'Height': 41, 'Left': 483, 'Top': 90}","(1000.0, 0.0, 1000.0, -0.0)",14.0,41.0,vertical,"(490.0, 110.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_0.jpg,877,test
MY,"[(903, 572), (904, 601), (894, 601), (893, 572)]","{'Width': 11, 'Height': 29, 'Left': 893, 'Top': 572}","(-29.0, 0.0, -29.0, -0.0)",10.0,29.01723626,vertical,"(898.5, 586.5)",0,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,73,test
THE,"[(851, 303), (851, 385), (809, 385), (809, 303)]","{'Width': 42, 'Height': 82, 'Left': 809, 'Top': 303}","(1000.0, 0.0, 1000.0, -0.0)",42.0,82.0,vertical,"(830.0, 344.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1073,test
AMERICA,"[(1038, 536), (1104, 536), (1104, 555), (1038, 555)]","{'Width': 66, 'Height': 19, 'Left': 1038, 'Top': 536}","(-0.0, 1000.0, 0.0, 1000.0)",19.0,66.0,horizontal,"(1071.0, 545.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_1.jpg,533,test
A,"[(740, 233), (742, 247), (727, 250), (724, 236)]","{'Width': 18, 'Height': 17, 'Left': 724, 'Top': 233}","(-7.0, 0.2, -4.667, 0.188)",15.78793957,14.22997834,vertical,"(733.25, 241.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_1.jpg,491,test
SARAH,"[(1883, 1101), (1883, 1163), (1868, 1163), (1868, 1101)]","{'Width': 15, 'Height': 62, 'Left': 1868, 'Top': 1101}","(1000.0, 0.0, 1000.0, -0.0)",15.0,62.0,vertical,"(1875.5, 1132.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1204,test
WRITING,"[(611, 658), (611, 801), (573, 801), (573, 658)]","{'Width': 38, 'Height': 143, 'Left': 573, 'Top': 658}","(1000.0, 0.0, 1000.0, -0.0)",38.0,143.0,vertical,"(592.0, 729.5)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1042,test
808.8N,"[(3730, 1237), (3802, 1239), (3802, 1257), (3730, 1255)]","{'Width': 72, 'Height': 20, 'Left': 3730, 'Top': 1237}","(-0.028, 1000.0, -0.028, 1000.0)",18.0,72.02777242,horizontal,"(3766.0, 1247.0)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1401,test
Guide,"[(223, 571), (225, 685), (190, 685), (188, 571)]","{'Width': 37, 'Height': 114, 'Left': 188, 'Top': 571}","(-57.0, 0.0, -57.0, -0.0)",35.0,114.0175425,vertical,"(206.5, 628.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,999,test
POEMS,"[(260, 396), (234, 426), (225, 418), (251, 388)]","{'Width': 35, 'Height': 38, 'Left': 225, 'Top': 388}","(1.154, -0.889, 1.154, -0.889)",12.04159458,39.69886648,vertical,"(242.5, 407.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_1.jpg,931,test
M,"[(1134, 415), (1134, 432), (1122, 432), (1122, 415)]","{'Width': 12, 'Height': 17, 'Left': 1122, 'Top': 415}","(1000.0, 0.0, 1000.0, -0.0)",12.0,17.0,vertical,"(1128.0, 423.5)",0,./docs/crop_pics/google/Bookshelves_1.jpg_0_1.jpg,239,test
is,"[(1311, 371), (1312, 388), (1298, 389), (1297, 372)]","{'Width': 15, 'Height': 18, 'Left': 1297, 'Top': 371}","(-17.0, 0.071, -17.0, 0.071)",14.03566885,17.02938637,vertical,"(1304.5, 380.0)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_0.jpg,388,test
MYSTERIES,"[(965, 297), (969, 349), (955, 350), (951, 298)]","{'Width': 18, 'Height': 53, 'Left': 951, 'Top': 297}","(-13.0, 0.071, -13.0, 0.071)",14.03566885,52.15361924,vertical,"(960.0, 323.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_1.jpg,517,test
pieces,"[(276, 204), (276, 283), (255, 283), (255, 204)]","{'Width': 21, 'Height': 79, 'Left': 255, 'Top': 204}","(1000.0, 0.0, 1000.0, -0.0)",21.0,79.0,vertical,"(265.5, 243.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_0_0.jpg,556,test
Victoria,"[(1410, 868), (1408, 926), (1390, 925), (1392, 867)]","{'Width': 20, 'Height': 59, 'Left': 1390, 'Top': 867}","(29.0, -0.056, 29.0, -0.056)",18.02775638,58.03447251,vertical,"(1400.0, 896.5)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1136,test
BURN,"[(610, 336), (633, 381), (605, 395), (582, 350)]","{'Width': 51, 'Height': 59, 'Left': 582, 'Top': 336}","(-1.957, 0.5, -1.957, 0.5)",31.30495168,50.53711507,vertical,"(607.5, 365.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_2_0.jpg,752,test
brown,"[(583, 182), (582, 241), (561, 241), (562, 182)]","{'Width': 22, 'Height': 59, 'Left': 561, 'Top': 182}","(59.0, 0.0, 59.0, -0.0)",21.0,59.00847397,vertical,"(572.0, 211.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_1_0.jpg,648,test
Ab,"[(601, 405), (601, 423), (581, 423), (581, 405)]","{'Width': 20, 'Height': 18, 'Left': 581, 'Top': 405}","(1000.0, 0.0, 1000.0, -0.0)",20.0,18.0,vertical,"(591.0, 414.0)",0,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,48,test
NOTHING,"[(675, 170), (677, 268), (659, 268), (657, 170)]","{'Width': 20, 'Height': 98, 'Left': 657, 'Top': 170}","(-49.0, 0.0, -49.0, -0.0)",18.0,98.02040604,vertical,"(667.0, 219.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_1_0.jpg,657,test
MORE,"[(127, 209), (138, 229), (129, 234), (118, 214)]","{'Width': 20, 'Height': 25, 'Left': 118, 'Top': 209}","(-1.818, 0.556, -1.818, 0.556)",10.29563014,22.82542442,vertical,"(128.0, 221.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_2_1.jpg,777,test
J.EDWARD,"[(2094, 364), (2094, 438), (2078, 438), (2078, 364)]","{'Width': 16, 'Height': 74, 'Left': 2078, 'Top': 364}","(1000.0, 0.0, 1000.0, -0.0)",16.0,74.0,vertical,"(2086.0, 401.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1233,test
AN,"[(3271, 367), (3265, 425), (3235, 422), (3240, 364)]","{'Width': 36, 'Height': 61, 'Left': 3235, 'Top': 364}","(9.667, -0.1, 11.6, -0.097)",30.64722493,58.26231863,vertical,"(3252.75, 394.5)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1343,test
SHOW,"[(274, 493), (276, 556), (253, 557), (251, 494)]","{'Width': 25, 'Height': 64, 'Left': 251, 'Top': 493}","(-31.5, 0.043, -31.5, 0.043)",23.02172887,63.03173804,vertical,"(263.5, 525.0)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,15,test
PARKLAND,"[(412, 255), (449, 333), (425, 344), (388, 266)]","{'Width': 61, 'Height': 89, 'Left': 388, 'Top': 255}","(-2.108, 0.458, -2.108, 0.458)",26.40075756,86.33075929,vertical,"(418.5, 299.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_2_0.jpg,730,test
CUR00763,"[(1039, 709), (1036, 814), (1012, 813), (1015, 708)]","{'Width': 27, 'Height': 106, 'Left': 1012, 'Top': 708}","(35.0, -0.042, 35.0, -0.042)",24.0208243,105.0428484,vertical,"(1025.5, 761.0)",0,./docs/crop_pics/google/Bookshelves_1.jpg_0_1.jpg,221,test
bright,"[(409, 147), (408, 187), (394, 187), (395, 147)]","{'Width': 15, 'Height': 40, 'Left': 394, 'Top': 147}","(40.0, 0.0, 40.0, -0.0)",14.0,40.01249805,vertical,"(401.5, 167.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_0_0.jpg,559,test
JOY,"[(2229, 877), (2228, 910), (2199, 909), (2200, 876)]","{'Width': 30, 'Height': 34, 'Left': 2199, 'Top': 876}","(33.0, -0.034, 33.0, -0.034)",29.01723626,33.01514804,vertical,"(2214.0, 893.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1252,test
DOOR,"[(449, 314), (449, 382), (428, 382), (428, 314)]","{'Width': 21, 'Height': 68, 'Left': 428, 'Top': 314}","(1000.0, 0.0, 1000.0, -0.0)",21.0,68.0,vertical,"(438.5, 348.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_1_1.jpg,703,test
AND,"[(1724, 1218), (1759, 1218), (1759, 1229), (1724, 1229)]","{'Width': 35, 'Height': 11, 'Left': 1724, 'Top': 1218}","(-0.0, 1000.0, 0.0, 1000.0)",11.0,35.0,horizontal,"(1741.5, 1223.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1184,test
EPIC,"[(423, 209), (422, 275), (393, 274), (394, 208)]","{'Width': 30, 'Height': 67, 'Left': 393, 'Top': 208}","(66.0, -0.034, 66.0, -0.034)",29.01723626,66.00757532,vertical,"(408.0, 241.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_0_1.jpg,594,test
DAVID,"[(247, 449), (230, 468), (223, 461), (240, 442)]","{'Width': 24, 'Height': 26, 'Left': 223, 'Top': 442}","(1.118, -1.0, 1.118, -1.0)",9.899494937,25.49509757,vertical,"(235.0, 455.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_1.jpg,930,test
david,"[(485, 44), (485, 83), (472, 83), (472, 44)]","{'Width': 13, 'Height': 39, 'Left': 472, 'Top': 44}","(1000.0, 0.0, 1000.0, -0.0)",13.0,39.0,vertical,"(478.5, 63.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_0.jpg,874,test
POE,"[(3419, 1251), (3458, 1254), (3457, 1268), (3418, 1265)]","{'Width': 40, 'Height': 17, 'Left': 3418, 'Top': 1251}","(-0.077, 14.0, -0.077, 14.0)",14.03566885,39.11521443,horizontal,"(3438.0, 1259.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1356,test
BY,"[(3797, 1046), (3793, 1070), (3777, 1067), (3780, 1043)]","{'Width': 20, 'Height': 27, 'Left': 3777, 'Top': 1043}","(6.0, -0.188, 8.0, -0.176)",16.77074855,24.25891168,vertical,"(3786.75, 1056.5)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1406,test
808.819,"[(3508, 1212), (3590, 1219), (3588, 1237), (3506, 1230)]","{'Width': 84, 'Height': 25, 'Left': 3506, 'Top': 1212}","(-0.085, 9.0, -0.085, 9.0)",18.11077028,82.29823813,horizontal,"(3548.0, 1224.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1371,test
Ker,"[(1706, 964), (1705, 1046), (1659, 1045), (1660, 963)]","{'Width': 47, 'Height': 83, 'Left': 1659, 'Top': 963}","(82.0, -0.022, 82.0, -0.022)",46.01086828,82.00609733,vertical,"(1682.5, 1004.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1179,test
too,"[(1319, 482), (1321, 508), (1307, 509), (1305, 483)]","{'Width': 16, 'Height': 27, 'Left': 1305, 'Top': 482}","(-13.0, 0.071, -13.0, 0.071)",14.03566885,26.07680962,vertical,"(1313.0, 495.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_0.jpg,392,test
to,"[(791, 544), (791, 583), (757, 583), (757, 544)]","{'Width': 34, 'Height': 39, 'Left': 757, 'Top': 544}","(1000.0, 0.0, 1000.0, -0.0)",34.0,39.0,vertical,"(774.0, 563.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,59,test
STORY,"[(322, 333), (325, 379), (305, 380), (302, 334)]","{'Width': 23, 'Height': 47, 'Left': 302, 'Top': 333}","(-15.333, 0.05, -15.333, 0.05)",20.02498439,46.09772229,vertical,"(313.5, 356.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_1.jpg,450,test
ILLUSTRATED,"[(445, 729), (453, 903), (374, 906), (366, 733)]","{'Width': 87, 'Height': 177, 'Left': 366, 'Top': 729}","(-21.75, 0.038, -21.625, 0.051)",79.07907125,173.6843416,vertical,"(409.5, 817.75)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1020,test
DICKSON,"[(2012, 503), (2011, 610), (1999, 610), (2000, 503)]","{'Width': 13, 'Height': 107, 'Left': 1999, 'Top': 503}","(107.0, 0.0, 107.0, -0.0)",12.0,107.0046728,vertical,"(2005.5, 556.5)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1222,test
MAKE,"[(527, 300), (525, 383), (494, 382), (496, 299)]","{'Width': 33, 'Height': 84, 'Left': 494, 'Top': 299}","(41.5, -0.032, 41.5, -0.032)",31.01612484,83.02409289,vertical,"(510.5, 341.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_1_1.jpg,706,test
:,"[(1395, 305), (1396, 312), (1384, 313), (1383, 306)]","{'Width': 13, 'Height': 8, 'Left': 1383, 'Top': 305}","(-7.0, 0.083, -7.0, 0.083)",12.04159458,7.071067812,vertical,"(1389.5, 309.0)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_0.jpg,400,test
ENIUS,"[(949, 478), (947, 569), (923, 569), (925, 478)]","{'Width': 26, 'Height': 91, 'Left': 923, 'Top': 478}","(45.5, 0.0, 45.5, -0.0)",24.0,91.02197537,vertical,"(936.0, 523.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_1.jpg,209,test
Loons,"[(586, 496), (588, 528), (577, 529), (575, 497)]","{'Width': 13, 'Height': 33, 'Left': 575, 'Top': 496}","(-16.0, 0.091, -16.0, 0.091)",11.04536102,32.06243908,vertical,"(581.5, 512.5)",0,./docs/crop_pics/google/Bookshelves_1.jpg_1_0.jpg,309,test
MARLINE,"[(571, 460), (574, 508), (562, 509), (559, 461)]","{'Width': 15, 'Height': 49, 'Left': 559, 'Top': 460}","(-16.0, 0.083, -16.0, 0.083)",12.04159458,48.09365863,vertical,"(566.5, 484.5)",0,./docs/crop_pics/google/Bookshelves_1.jpg_1_0.jpg,303,test
Everything,"[(356, 268), (361, 351), (343, 352), (338, 269)]","{'Width': 23, 'Height': 84, 'Left': 338, 'Top': 268}","(-16.6, 0.056, -16.6, 0.056)",18.02775638,83.15046602,vertical,"(349.5, 310.0)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_1.jpg,452,test
BOY,"[(174, 205), (179, 281), (149, 283), (144, 207)]","{'Width': 35, 'Height': 78, 'Left': 144, 'Top': 205}","(-15.2, 0.067, -15.2, 0.067)",30.06659276,76.1642961,vertical,"(161.5, 244.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_2_0.jpg,720,test
green,"[(587, 91), (587, 133), (574, 133), (574, 91)]","{'Width': 13, 'Height': 42, 'Left': 574, 'Top': 91}","(1000.0, 0.0, 1000.0, -0.0)",13.0,42.0,vertical,"(580.5, 112.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_0.jpg,889,test
GUIDE,"[(1251, 394), (1249, 424), (1237, 423), (1239, 393)]","{'Width': 14, 'Height': 31, 'Left': 1237, 'Top': 393}","(15.0, -0.083, 15.0, -0.083)",12.04159458,30.06659276,vertical,"(1244.0, 408.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_1.jpg,249,test
RED,"[(640, 183), (641, 223), (613, 223), (612, 183)]","{'Width': 29, 'Height': 40, 'Left': 612, 'Top': 183}","(-40.0, 0.0, -40.0, -0.0)",28.0,40.01249805,vertical,"(626.5, 203.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_1_0.jpg,650,test
Shiny,"[(539, 181), (528, 242), (501, 237), (512, 176)]","{'Width': 38, 'Height': 66, 'Left': 501, 'Top': 176}","(5.545, -0.185, 5.545, -0.185)",27.45906044,61.98386887,vertical,"(520.0, 209.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_0_0.jpg,561,test
