txt,confidence,vertices,boundBox,slopes,font,word_len,direction,center_point,crop_idx,Left,Top,Label,image_path
CRAFTING,100,"[(307, 464), (308, 652), (277, 652), (276, 464)]","{'Width': 32, 'Height': 188, 'Left': 276, 'Top': 464}","(-188.0, 0.0, -188.0, -0.0)",31.0,188.0026596,vertical,"(292.0, 558.0)","(0, 0)",276,464,1,cropped_images_79\cropped_11.jpg
DYNAMIC,100,"[(308, 663), (309, 837), (279, 837), (278, 663)]","{'Width': 31, 'Height': 174, 'Left': 278, 'Top': 663}","(-174.0, 0.0, -174.0, -0.0)",30.0,174.0028735,vertical,"(293.5, 750.0)","(0, 0)",278,663,1,cropped_images_79\cropped_12.jpg
DIALOGUE,100,"[(310, 847), (312, 1038), (281, 1038), (279, 847)]","{'Width': 33, 'Height': 191, 'Left': 279, 'Top': 847}","(-95.5, 0.0, -95.5, -0.0)",31.0,191.0104709,vertical,"(295.5, 942.5)","(0, 0)",279,847,1,cropped_images_79\cropped_13.jpg
STORYVILLE,100,"[(423, 228), (441, 645), (363, 648), (344, 232)]","{'Width': 97, 'Height': 420, 'Left': 344, 'Top': 228}","(-23.167, 0.038, -21.895, 0.051)",78.57943599,416.9109883,vertical,"(392.75, 438.25)","(0, 0)",344,228,1,cropped_images_79\cropped_14.jpg
DUF,100,"[(353, 1202), (389, 1202), (389, 1214), (353, 1214)]","{'Width': 36, 'Height': 12, 'Left': 353, 'Top': 1202}","(-0.0, 1000.0, 0.0, 1000.0)",12.0,36.0,horizontal,"(371.0, 1208.0)","(0, 0)",353,1202,0,cropped_images_79\cropped_15.jpg
808.3,100,"[(354, 1178), (411, 1178), (411, 1191), (354, 1191)]","{'Width': 57, 'Height': 13, 'Left': 354, 'Top': 1178}","(-0.0, 1000.0, 0.0, 1000.0)",13.0,57.0,horizontal,"(382.5, 1184.5)","(0, 0)",354,1178,0,cropped_images_79\cropped_16.jpg
ILLUSTRATED,100,"[(356, 1130), (436, 1131), (436, 1151), (356, 1150)]","{'Width': 80, 'Height': 21, 'Left': 356, 'Top': 1130}","(-0.013, 1000.0, -0.013, 1000.0)",20.0,80.00624976,horizontal,"(396.0, 1140.5)","(0, 0)",356,1130,1,cropped_images_79\cropped_17.jpg
DV,100,"[(357, 1158), (383, 1158), (383, 1171), (357, 1171)]","{'Width': 26, 'Height': 13, 'Left': 357, 'Top': 1158}","(-0.0, 1000.0, 0.0, 1000.0)",13.0,26.0,horizontal,"(370.0, 1164.5)","(0, 0)",357,1158,0,cropped_images_79\cropped_18.jpg
DUFRESNE,100,"[(358, 1092), (433, 1091), (433, 1118), (358, 1119)]","{'Width': 75, 'Height': 28, 'Left': 358, 'Top': 1091}","(0.013, 1000.0, 0.013, 1000.0)",27.0,75.00666637,horizontal,"(395.5, 1105.0)","(0, 0)",358,1091,1,cropped_images_79\cropped_19.jpg
TO,100,"[(391, 689), (391, 724), (359, 724), (359, 689)]","{'Width': 32, 'Height': 35, 'Left': 359, 'Top': 689}","(1000.0, 0.0, 1000.0, -0.0)",32.0,35.0,vertical,"(375.0, 706.5)","(0, 0)",359,689,1,cropped_images_79\cropped_20.jpg
WRITING,100,"[(391, 736), (392, 853), (360, 853), (359, 736)]","{'Width': 33, 'Height': 117, 'Left': 359, 'Top': 736}","(-117.0, 0.0, -117.0, -0.0)",32.0,117.0042734,vertical,"(375.5, 794.5)","(0, 0)",359,736,1,cropped_images_79\cropped_21.jpg
FICTION,100,"[(392, 862), (393, 972), (360, 972), (359, 862)]","{'Width': 34, 'Height': 110, 'Left': 359, 'Top': 862}","(-110.0, 0.0, -110.0, -0.0)",33.0,110.0045454,vertical,"(376.0, 917.0)","(0, 0)",359,862,1,cropped_images_79\cropped_22.jpg
JOHN,100,"[(359, 1049), (436, 1049), (436, 1086), (359, 1086)]","{'Width': 77, 'Height': 37, 'Left': 359, 'Top': 1049}","(-0.0, 1000.0, 0.0, 1000.0)",37.0,77.0,horizontal,"(397.5, 1067.5)","(0, 0)",359,1049,1,cropped_images_79\cropped_23.jpg
!,100,"[(441, 651), (442, 674), (364, 677), (363, 654)]","{'Width': 79, 'Height': 26, 'Left': 363, 'Top': 651}","(-23.0, 0.038, -23.0, 0.038)",78.05767099,23.02172887,vertical,"(402.5, 664.0)","(0, 0)",363,651,1,cropped_images_79\cropped_24.jpg
AN,100,"[(442, 675), (445, 744), (367, 747), (364, 678)]","{'Width': 81, 'Height': 72, 'Left': 364, 'Top': 675}","(-23.0, 0.038, -23.0, 0.038)",78.05767099,69.0651866,vertical,"(404.5, 711.0)","(0, 0)",364,675,1,cropped_images_79\cropped_25.jpg
ILLUSTRATED,100,"[(445, 729), (453, 903), (374, 906), (366, 733)]","{'Width': 87, 'Height': 177, 'Left': 366, 'Top': 729}","(-21.75, 0.038, -21.625, 0.051)",79.07907125,173.6843416,vertical,"(409.5, 817.75)","(0, 0)",366,729,1,cropped_images_79\cropped_26.jpg
GUIDE,100,"[(453, 905), (456, 976), (377, 979), (374, 909)]","{'Width': 82, 'Height': 74, 'Left': 374, 'Top': 905}","(-23.667, 0.038, -23.333, 0.051)",79.07907125,70.56380412,vertical,"(415.0, 942.25)","(0, 0)",374,905,1,cropped_images_79\cropped_27.jpg
CULN,100,"[(385, 1157), (434, 1158), (434, 1172), (385, 1171)]","{'Width': 49, 'Height': 15, 'Left': 385, 'Top': 1157}","(-0.02, 1000.0, -0.02, 1000.0)",14.0,49.01020302,horizontal,"(409.5, 1164.5)","(0, 0)",385,1157,0,cropped_images_79\cropped_28.jpg
MAA,100,"[(462, 1213), (501, 1214), (501, 1225), (462, 1224)]","{'Width': 39, 'Height': 12, 'Left': 462, 'Top': 1213}","(-0.026, 1000.0, -0.026, 1000.0)",11.0,39.01281841,horizontal,"(481.5, 1219.0)","(0, 0)",462,1213,0,cropped_images_79\cropped_29.jpg
808.3,100,"[(464, 1188), (525, 1190), (525, 1203), (464, 1201)]","{'Width': 61, 'Height': 15, 'Left': 464, 'Top': 1188}","(-0.033, 1000.0, -0.033, 1000.0)",13.0,61.03277808,horizontal,"(494.5, 1195.5)","(0, 0)",464,1188,0,cropped_images_79\cropped_30.jpg
MAASS,100,"[(468, 1143), (547, 1146), (546, 1164), (467, 1161)]","{'Width': 80, 'Height': 21, 'Left': 467, 'Top': 1143}","(-0.038, 18.0, -0.038, 18.0)",18.02775638,79.0569415,horizontal,"(507.0, 1153.5)","(0, 0)",467,1143,1,cropped_images_79\cropped_31.jpg
Novels,100,"[(531, 846), (531, 900), (477, 900), (477, 846)]","{'Width': 54, 'Height': 54, 'Left': 477, 'Top': 846}","(1000.0, 0.0, 1000.0, -0.0)",54.0,54.0,vertical,"(504.0, 873.0)","(0, 0)",477,846,1,cropped_images_79\cropped_32.jpg
That,100,"[(530, 899), (530, 935), (477, 935), (477, 899)]","{'Width': 53, 'Height': 36, 'Left': 477, 'Top': 899}","(1000.0, 0.0, 1000.0, -0.0)",53.0,36.0,vertical,"(503.5, 917.0)","(0, 0)",477,899,1,cropped_images_79\cropped_33.jpg
BREAKOUT,100,"[(533, 447), (532, 633), (478, 633), (479, 447)]","{'Width': 55, 'Height': 186, 'Left': 478, 'Top': 447}","(186.0, 0.0, 186.0, -0.0)",54.0,186.0026882,vertical,"(505.5, 540.0)","(0, 0)",478,447,1,cropped_images_79\cropped_34.jpg
NOVELIST,100,"[(531, 653), (531, 772), (478, 772), (478, 653)]","{'Width': 53, 'Height': 119, 'Left': 478, 'Top': 653}","(1000.0, 0.0, 1000.0, -0.0)",53.0,119.0,vertical,"(504.5, 712.5)","(0, 0)",478,653,1,cropped_images_79\cropped_35.jpg
Craft,100,"[(531, 789), (531, 837), (478, 837), (478, 789)]","{'Width': 53, 'Height': 48, 'Left': 478, 'Top': 789}","(1000.0, 0.0, 1000.0, -0.0)",53.0,48.0,vertical,"(504.5, 813.0)","(0, 0)",478,789,1,cropped_images_79\cropped_36.jpg
THE,100,"[(532, 377), (532, 429), (479, 429), (479, 377)]","{'Width': 53, 'Height': 52, 'Left': 479, 'Top': 377}","(1000.0, 0.0, 1000.0, -0.0)",53.0,52.0,vertical,"(505.5, 403.0)","(0, 0)",479,377,1,cropped_images_79\cropped_37.jpg
Stand,100,"[(511, 939), (511, 983), (497, 983), (497, 939)]","{'Width': 14, 'Height': 44, 'Left': 497, 'Top': 939}","(1000.0, 0.0, 1000.0, -0.0)",14.0,44.0,vertical,"(504.0, 961.0)","(0, 0)",497,939,1,cropped_images_79\cropped_38.jpg
Out,100,"[(511, 988), (511, 1018), (497, 1018), (497, 988)]","{'Width': 14, 'Height': 30, 'Left': 497, 'Top': 988}","(1000.0, 0.0, 1000.0, -0.0)",14.0,30.0,vertical,"(504.0, 1003.0)","(0, 0)",497,988,1,cropped_images_79\cropped_39.jpg
and,100,"[(511, 1022), (511, 1050), (497, 1050), (497, 1022)]","{'Width': 14, 'Height': 28, 'Left': 497, 'Top': 1022}","(1000.0, 0.0, 1000.0, -0.0)",14.0,28.0,vertical,"(504.0, 1036.0)","(0, 0)",497,1022,1,cropped_images_79\cropped_40.jpg
Sell,100,"[(512, 1055), (512, 1084), (497, 1084), (497, 1055)]","{'Width': 15, 'Height': 29, 'Left': 497, 'Top': 1055}","(1000.0, 0.0, 1000.0, -0.0)",15.0,29.0,vertical,"(504.5, 1069.5)","(0, 0)",497,1055,1,cropped_images_79\cropped_41.jpg
MAJ,100,"[(567, 1195), (606, 1197), (605, 1210), (566, 1208)]","{'Width': 40, 'Height': 15, 'Left': 566, 'Top': 1195}","(-0.051, 13.0, -0.051, 13.0)",13.03840481,39.05124838,horizontal,"(586.0, 1202.5)","(0, 0)",566,1195,0,cropped_images_79\cropped_42.jpg
808.3,100,"[(568, 1171), (630, 1174), (629, 1195), (567, 1192)]","{'Width': 63, 'Height': 24, 'Left': 567, 'Top': 1171}","(-0.048, 21.0, -0.048, 21.0)",21.02379604,62.07253821,horizontal,"(598.5, 1183.0)","(0, 0)",567,1171,0,cropped_images_79\cropped_43.jpg
THIS,100,"[(611, 425), (611, 500), (573, 500), (573, 425)]","{'Width': 38, 'Height': 75, 'Left': 573, 'Top': 425}","(1000.0, 0.0, 1000.0, -0.0)",38.0,75.0,vertical,"(592.0, 462.5)","(0, 0)",573,425,1,cropped_images_79\cropped_44.jpg
IS,100,"[(611, 511), (611, 541), (573, 541), (573, 511)]","{'Width': 38, 'Height': 30, 'Left': 573, 'Top': 511}","(1000.0, 0.0, 1000.0, -0.0)",38.0,30.0,vertical,"(592.0, 526.0)","(0, 0)",573,511,1,cropped_images_79\cropped_45.jpg
NOT,100,"[(611, 553), (611, 616), (573, 616), (573, 553)]","{'Width': 38, 'Height': 63, 'Left': 573, 'Top': 553}","(1000.0, 0.0, 1000.0, -0.0)",38.0,63.0,vertical,"(592.0, 584.5)","(0, 0)",573,553,1,cropped_images_79\cropped_46.jpg
A,100,"[(611, 627), (611, 648), (573, 648), (573, 627)]","{'Width': 38, 'Height': 21, 'Left': 573, 'Top': 627}","(1000.0, 0.0, 1000.0, -0.0)",38.0,21.0,vertical,"(592.0, 637.5)","(0, 0)",573,627,1,cropped_images_79\cropped_47.jpg
WRITING,100,"[(611, 658), (611, 801), (573, 801), (573, 658)]","{'Width': 38, 'Height': 143, 'Left': 573, 'Top': 658}","(1000.0, 0.0, 1000.0, -0.0)",38.0,143.0,vertical,"(592.0, 729.5)","(0, 0)",573,658,1,cropped_images_79\cropped_48.jpg
MANUAL,100,"[(611, 811), (611, 949), (573, 949), (573, 811)]","{'Width': 38, 'Height': 138, 'Left': 573, 'Top': 811}","(1000.0, 0.0, 1000.0, -0.0)",38.0,138.0,vertical,"(592.0, 880.0)","(0, 0)",573,811,1,cropped_images_79\cropped_49.jpg
TORONTO,100,"[(584, 276), (623, 281), (621, 294), (582, 289)]","{'Width': 41, 'Height': 18, 'Left': 582, 'Top': 276}","(-0.128, 6.5, -0.128, 6.5)",13.15294644,39.3192065,horizontal,"(602.5, 285.0)","(0, 0)",582,276,0,cropped_images_79\cropped_50.jpg
MAJORS,100,"[(604, 1052), (604, 1124), (583, 1124), (583, 1052)]","{'Width': 21, 'Height': 72, 'Left': 583, 'Top': 1052}","(1000.0, 0.0, 1000.0, -0.0)",21.0,72.0,vertical,"(593.5, 1088.0)","(0, 0)",583,1052,1,cropped_images_79\cropped_51.jpg
PUP,100,"[(624, 281), (639, 283), (637, 296), (622, 294)]","{'Width': 17, 'Height': 15, 'Left': 622, 'Top': 281}","(-0.133, 6.5, -0.133, 6.5)",13.15294644,15.13274595,horizontal,"(630.5, 288.5)","(0, 0)",622,281,0,cropped_images_79\cropped_52.jpg
8.3,100,"[(641, 1174), (689, 1176), (688, 1197), (640, 1195)]","{'Width': 49, 'Height': 23, 'Left': 640, 'Top': 1174}","(-0.042, 21.0, -0.042, 21.0)",21.02379604,48.0416486,horizontal,"(664.5, 1185.5)","(0, 0)",640,1174,0,cropped_images_79\cropped_53.jpg
OS,100,"[(640, 1205), (661, 1206), (661, 1218), (640, 1217)]","{'Width': 21, 'Height': 13, 'Left': 640, 'Top': 1205}","(-0.048, 1000.0, -0.048, 1000.0)",12.0,21.02379604,horizontal,"(650.5, 1211.5)","(0, 0)",640,1205,0,cropped_images_79\cropped_54.jpg
Mosley,100,"[(678, 861), (676, 1010), (645, 1010), (647, 861)]","{'Width': 33, 'Height': 149, 'Left': 645, 'Top': 861}","(74.5, 0.0, 74.5, -0.0)",31.0,149.0134222,vertical,"(661.5, 935.5)","(0, 0)",645,861,1,cropped_images_79\cropped_55.jpg
Walter,100,"[(680, 704), (678, 842), (647, 842), (649, 704)]","{'Width': 33, 'Height': 138, 'Left': 647, 'Top': 704}","(69.0, 0.0, 69.0, -0.0)",31.0,138.014492,vertical,"(663.5, 773.0)","(0, 0)",647,704,1,cropped_images_79\cropped_56.jpg
FICTION,100,"[(658, 450), (658, 533), (648, 533), (648, 450)]","{'Width': 10, 'Height': 83, 'Left': 648, 'Top': 450}","(1000.0, 0.0, 1000.0, -0.0)",10.0,83.0,vertical,"(653.0, 491.5)","(0, 0)",648,450,1,cropped_images_79\cropped_57.jpg
ELEMENTS,100,"[(677, 423), (677, 525), (666, 525), (666, 423)]","{'Width': 11, 'Height': 102, 'Left': 666, 'Top': 423}","(1000.0, 0.0, 1000.0, -0.0)",11.0,102.0,vertical,"(671.5, 474.0)","(0, 0)",666,423,1,cropped_images_79\cropped_58.jpg
OF,100,"[(677, 536), (677, 562), (666, 562), (666, 536)]","{'Width': 11, 'Height': 26, 'Left': 666, 'Top': 536}","(1000.0, 0.0, 1000.0, -0.0)",11.0,26.0,vertical,"(671.5, 549.0)","(0, 0)",666,536,1,cropped_images_79\cropped_59.jpg
808.3,100,"[(706, 1177), (767, 1180), (766, 1201), (705, 1198)]","{'Width': 62, 'Height': 24, 'Left': 705, 'Top': 1177}","(-0.049, 21.0, -0.049, 21.0)",21.02379604,61.07372594,horizontal,"(736.0, 1189.0)","(0, 0)",705,1177,0,cropped_images_79\cropped_60.jpg
PIE,100,"[(706, 1204), (737, 1204), (737, 1215), (706, 1215)]","{'Width': 31, 'Height': 11, 'Left': 706, 'Top': 1204}","(-0.0, 1000.0, 0.0, 1000.0)",11.0,31.0,horizontal,"(721.5, 1209.5)","(0, 0)",706,1204,0,cropped_images_79\cropped_61.jpg
A,100,"[(729, 521), (729, 534), (714, 534), (714, 521)]","{'Width': 15, 'Height': 13, 'Left': 714, 'Top': 521}","(1000.0, 0.0, 1000.0, -0.0)",15.0,13.0,vertical,"(721.5, 527.5)","(0, 0)",714,521,1,cropped_images_79\cropped_62.jpg
Pocket,100,"[(729, 538), (729, 583), (714, 583), (714, 538)]","{'Width': 15, 'Height': 45, 'Left': 714, 'Top': 538}","(1000.0, 0.0, 1000.0, -0.0)",15.0,45.0,vertical,"(721.5, 560.5)","(0, 0)",714,538,1,cropped_images_79\cropped_63.jpg
Guide,100,"[(729, 588), (729, 630), (714, 630), (714, 588)]","{'Width': 15, 'Height': 42, 'Left': 714, 'Top': 588}","(1000.0, 0.0, 1000.0, -0.0)",15.0,42.0,vertical,"(721.5, 609.0)","(0, 0)",714,588,1,cropped_images_79\cropped_64.jpg
to,100,"[(729, 635), (729, 649), (714, 649), (714, 635)]","{'Width': 15, 'Height': 14, 'Left': 714, 'Top': 635}","(1000.0, 0.0, 1000.0, -0.0)",15.0,14.0,vertical,"(721.5, 642.0)","(0, 0)",714,635,1,cropped_images_79\cropped_65.jpg
Writing,100,"[(729, 653), (729, 707), (714, 707), (714, 653)]","{'Width': 15, 'Height': 54, 'Left': 714, 'Top': 653}","(1000.0, 0.0, 1000.0, -0.0)",15.0,54.0,vertical,"(721.5, 680.0)","(0, 0)",714,653,1,cropped_images_79\cropped_66.jpg
Your,100,"[(729, 711), (729, 745), (714, 745), (714, 711)]","{'Width': 15, 'Height': 34, 'Left': 714, 'Top': 711}","(1000.0, 0.0, 1000.0, -0.0)",15.0,34.0,vertical,"(721.5, 728.0)","(0, 0)",714,711,1,cropped_images_79\cropped_67.jpg
Way,100,"[(729, 749), (729, 780), (714, 780), (714, 749)]","{'Width': 15, 'Height': 31, 'Left': 714, 'Top': 749}","(1000.0, 0.0, 1000.0, -0.0)",15.0,31.0,vertical,"(721.5, 764.5)","(0, 0)",714,749,1,cropped_images_79\cropped_68.jpg
Out,100,"[(729, 784), (729, 814), (714, 814), (714, 784)]","{'Width': 15, 'Height': 30, 'Left': 714, 'Top': 784}","(1000.0, 0.0, 1000.0, -0.0)",15.0,30.0,vertical,"(721.5, 799.0)","(0, 0)",714,784,1,cropped_images_79\cropped_69.jpg
of,100,"[(729, 818), (729, 836), (714, 836), (714, 818)]","{'Width': 15, 'Height': 18, 'Left': 714, 'Top': 818}","(1000.0, 0.0, 1000.0, -0.0)",15.0,18.0,vertical,"(721.5, 827.0)","(0, 0)",714,818,1,cropped_images_79\cropped_70.jpg
It,100,"[(729, 837), (729, 848), (714, 848), (714, 837)]","{'Width': 15, 'Height': 11, 'Left': 714, 'Top': 837}","(1000.0, 0.0, 1000.0, -0.0)",15.0,11.0,vertical,"(721.5, 842.5)","(0, 0)",714,837,1,cropped_images_79\cropped_71.jpg
DBC,100,"[(757, 1009), (757, 1079), (726, 1079), (726, 1009)]","{'Width': 31, 'Height': 70, 'Left': 726, 'Top': 1009}","(1000.0, 0.0, 1000.0, -0.0)",31.0,70.0,vertical,"(741.5, 1044.0)","(0, 0)",726,1009,1,cropped_images_79\cropped_72.jpg
PIER,100,"[(756, 1094), (756, 1163), (726, 1163), (726, 1094)]","{'Width': 30, 'Height': 69, 'Left': 726, 'Top': 1094}","(1000.0, 0.0, 1000.0, -0.0)",30.0,69.0,vertical,"(741.0, 1128.5)","(0, 0)",726,1094,1,cropped_images_79\cropped_73.jpg
RELEASE,100,"[(771, 512), (771, 664), (740, 664), (740, 512)]","{'Width': 31, 'Height': 152, 'Left': 740, 'Top': 512}","(1000.0, 0.0, 1000.0, -0.0)",31.0,152.0,vertical,"(755.5, 588.0)","(0, 0)",740,512,1,cropped_images_79\cropped_74.jpg
THE,100,"[(771, 680), (771, 753), (740, 753), (740, 680)]","{'Width': 31, 'Height': 73, 'Left': 740, 'Top': 680}","(1000.0, 0.0, 1000.0, -0.0)",31.0,73.0,vertical,"(755.5, 716.5)","(0, 0)",740,680,1,cropped_images_79\cropped_75.jpg
BATS,100,"[(771, 766), (771, 855), (740, 855), (740, 766)]","{'Width': 31, 'Height': 89, 'Left': 740, 'Top': 766}","(1000.0, 0.0, 1000.0, -0.0)",31.0,89.0,vertical,"(755.5, 810.5)","(0, 0)",740,766,1,cropped_images_79\cropped_76.jpg
808.3,100,"[(796, 1182), (853, 1183), (853, 1196), (796, 1195)]","{'Width': 57, 'Height': 14, 'Left': 796, 'Top': 1182}","(-0.018, 1000.0, -0.018, 1000.0)",13.0,57.00877125,horizontal,"(824.5, 1189.0)","(0, 0)",796,1182,0,cropped_images_79\cropped_77.jpg
SOB,100,"[(796, 1206), (829, 1207), (829, 1220), (796, 1219)]","{'Width': 33, 'Height': 14, 'Left': 796, 'Top': 1206}","(-0.03, 1000.0, -0.03, 1000.0)",13.0,33.01514804,horizontal,"(812.5, 1213.0)","(0, 0)",796,1206,0,cropped_images_79\cropped_78.jpg
THE,100,"[(851, 303), (851, 385), (809, 385), (809, 303)]","{'Width': 42, 'Height': 82, 'Left': 809, 'Top': 303}","(1000.0, 0.0, 1000.0, -0.0)",42.0,82.0,vertical,"(830.0, 344.0)","(0, 0)",809,303,1,cropped_images_79\cropped_79.jpg
WRITER'S,100,"[(851, 398), (851, 619), (809, 619), (809, 398)]","{'Width': 42, 'Height': 221, 'Left': 809, 'Top': 398}","(1000.0, 0.0, 1000.0, -0.0)",42.0,221.0,vertical,"(830.0, 508.5)","(0, 0)",809,398,1,cropped_images_79\cropped_80.jpg
GUIDE,100,"[(851, 633), (851, 716), (809, 716), (809, 633)]","{'Width': 42, 'Height': 83, 'Left': 809, 'Top': 633}","(1000.0, 0.0, 1000.0, -0.0)",42.0,83.0,vertical,"(830.0, 674.5)","(0, 0)",809,633,1,cropped_images_79\cropped_81.jpg
TO,100,"[(851, 723), (851, 757), (809, 757), (809, 723)]","{'Width': 42, 'Height': 34, 'Left': 809, 'Top': 723}","(1000.0, 0.0, 1000.0, -0.0)",42.0,34.0,vertical,"(830.0, 740.0)","(0, 0)",809,723,1,cropped_images_79\cropped_82.jpg
WEAPONS,100,"[(851, 771), (851, 998), (809, 998), (809, 771)]","{'Width': 42, 'Height': 227, 'Left': 809, 'Top': 771}","(1000.0, 0.0, 1000.0, -0.0)",42.0,227.0,vertical,"(830.0, 884.5)","(0, 0)",809,771,1,cropped_images_79\cropped_83.jpg
SOBIECK,100,"[(839, 1058), (839, 1139), (821, 1139), (821, 1058)]","{'Width': 18, 'Height': 81, 'Left': 821, 'Top': 1058}","(1000.0, 0.0, 1000.0, -0.0)",18.0,81.0,vertical,"(830.0, 1098.5)","(0, 0)",821,1058,1,cropped_images_79\cropped_84.jpg
808.3,100,"[(888, 1170), (946, 1172), (945, 1187), (887, 1185)]","{'Width': 59, 'Height': 17, 'Left': 887, 'Top': 1170}","(-0.034, 15.0, -0.034, 15.0)",15.03329638,58.03447251,horizontal,"(916.5, 1178.5)","(0, 0)",887,1170,0,cropped_images_79\cropped_85.jpg
TRU,100,"[(888, 1194), (922, 1196), (921, 1209), (887, 1208)]","{'Width': 35, 'Height': 15, 'Left': 887, 'Top': 1194}","(-0.059, 13.0, -0.029, 14.0)",13.53703683,34.03673772,horizontal,"(904.5, 1201.75)","(0, 0)",887,1194,0,cropped_images_79\cropped_86.jpg
TRUBY,100,"[(963, 1056), (962, 1167), (939, 1167), (940, 1056)]","{'Width': 24, 'Height': 111, 'Left': 939, 'Top': 1056}","(111.0, 0.0, 111.0, -0.0)",23.0,111.0045044,vertical,"(951.0, 1111.5)","(0, 0)",939,1056,1,cropped_images_79\cropped_87.jpg
THE,100,"[(963, 391), (963, 459), (940, 459), (940, 391)]","{'Width': 23, 'Height': 68, 'Left': 940, 'Top': 391}","(1000.0, 0.0, 1000.0, -0.0)",23.0,68.0,vertical,"(951.5, 425.0)","(0, 0)",940,391,1,cropped_images_79\cropped_88.jpg
ANATOMY,100,"[(963, 474), (963, 654), (940, 654), (940, 474)]","{'Width': 23, 'Height': 180, 'Left': 940, 'Top': 474}","(1000.0, 0.0, 1000.0, -0.0)",23.0,180.0,vertical,"(951.5, 564.0)","(0, 0)",940,474,1,cropped_images_79\cropped_89.jpg
OF,100,"[(963, 667), (963, 712), (940, 712), (940, 667)]","{'Width': 23, 'Height': 45, 'Left': 940, 'Top': 667}","(1000.0, 0.0, 1000.0, -0.0)",23.0,45.0,vertical,"(951.5, 689.5)","(0, 0)",940,667,1,cropped_images_79\cropped_90.jpg
GENRES,100,"[(963, 726), (963, 859), (940, 859), (940, 726)]","{'Width': 23, 'Height': 133, 'Left': 940, 'Top': 726}","(1000.0, 0.0, 1000.0, -0.0)",23.0,133.0,vertical,"(951.5, 792.5)","(0, 0)",940,726,1,cropped_images_79\cropped_91.jpg
JOHN,100,"[(963, 946), (962, 1039), (940, 1039), (941, 946)]","{'Width': 23, 'Height': 93, 'Left': 940, 'Top': 946}","(93.0, 0.0, 93.0, -0.0)",22.0,93.00537619,vertical,"(951.5, 992.5)","(0, 0)",940,946,1,cropped_images_79\cropped_92.jpg
808.3,100,"[(1033, 1178), (1092, 1178), (1092, 1192), (1033, 1192)]","{'Width': 59, 'Height': 14, 'Left': 1033, 'Top': 1178}","(-0.0, 1000.0, 0.0, 1000.0)",14.0,59.0,horizontal,"(1062.5, 1185.0)","(0, 0)",1033,1178,0,cropped_images_79\cropped_93.jpg
IHM,100,"[(1069, 1215), (1033, 1214), (1033, 1202), (1069, 1203)]","{'Width': 36, 'Height': 13, 'Left': 1033, 'Top': 1202}","(-0.028, 1000.0, -0.028, 1000.0)",12.0,36.01388621,horizontal,"(1051.0, 1208.5)","(0, 0)",1033,1202,0,cropped_images_79\cropped_94.jpg
WHITE,100,"[(1092, 1053), (1091, 1156), (1056, 1156), (1057, 1053)]","{'Width': 36, 'Height': 103, 'Left': 1056, 'Top': 1053}","(103.0, 0.0, 103.0, -0.0)",35.0,103.0048543,vertical,"(1074.0, 1104.5)","(0, 0)",1056,1053,1,cropped_images_79\cropped_95.jpg
THESAURUS,100,"[(1094, 752), (1092, 1025), (1058, 1025), (1060, 752)]","{'Width': 36, 'Height': 273, 'Left': 1058, 'Top': 752}","(136.5, 0.0, 136.5, -0.0)",34.0,273.0073259,vertical,"(1076.0, 888.5)","(0, 0)",1058,752,1,cropped_images_79\cropped_96.jpg
WRITER'S,100,"[(1097, 407), (1095, 624), (1060, 624), (1062, 407)]","{'Width': 37, 'Height': 217, 'Left': 1060, 'Top': 407}","(108.5, 0.0, 108.5, -0.0)",35.0,217.0092164,vertical,"(1078.5, 515.5)","(0, 0)",1060,407,1,cropped_images_79\cropped_97.jpg
IDEA,100,"[(1095, 636), (1094, 739), (1060, 739), (1061, 636)]","{'Width': 35, 'Height': 103, 'Left': 1060, 'Top': 636}","(103.0, 0.0, 103.0, -0.0)",34.0,103.0048543,vertical,"(1077.5, 687.5)","(0, 0)",1060,636,1,cropped_images_79\cropped_98.jpg
THE,100,"[(1097, 304), (1096, 392), (1062, 392), (1063, 304)]","{'Width': 35, 'Height': 88, 'Left': 1062, 'Top': 304}","(88.0, 0.0, 88.0, -0.0)",34.0,88.00568163,vertical,"(1079.5, 348.0)","(0, 0)",1062,304,1,cropped_images_79\cropped_99.jpg
WOO,100,"[(1129, 1214), (1164, 1214), (1164, 1226), (1129, 1226)]","{'Width': 35, 'Height': 12, 'Left': 1129, 'Top': 1214}","(-0.0, 1000.0, 0.0, 1000.0)",12.0,35.0,horizontal,"(1146.5, 1220.0)","(0, 0)",1129,1214,0,cropped_images_79\cropped_100.jpg
808.3,100,"[(1130, 1191), (1188, 1191), (1188, 1202), (1130, 1202)]","{'Width': 58, 'Height': 11, 'Left': 1130, 'Top': 1191}","(-0.0, 1000.0, 0.0, 1000.0)",11.0,58.0,horizontal,"(1159.0, 1196.5)","(0, 0)",1130,1191,0,cropped_images_79\cropped_101.jpg
